brand,name,common_name,variant,attributes,attributes_unpublished,category_hint,weight_mg,weight_source,source_url,kcal
Norda,002,Trail runners,Men's US 8.5,fit=Men's; size=US 8.5,,clothing,498000,manufacturer,https://nordarun.com/products/002-m-summit-black,
Norda,002,Trail runners,Women's US 8,fit=Women's; size=US 8,,clothing,438000,manufacturer,https://nordarun.com/products/002-w-summit-black,
Norda,005,Trail runners,Men's US 8.5,fit=Men's; size=US 8.5,,clothing,425000,manufacturer,https://nordarun.com/products/005-m-neve,
Norda,005,Trail runners,Women's US 8,fit=Women's; size=US 8,,clothing,354000,manufacturer,https://nordarun.com/products/005-w-neve,
NRS,Silkweight Varial Hoodie,Sun hoodie,Men's,fit=Men's,size,clothing,316097,manufacturer,https://www.nrs.com/nrs-mens-silkweight-varial-hoodie/p912,
NRS,Silkweight Varial Hoodie,Sun hoodie,Women's,fit=Women's,size,clothing,249476,manufacturer,https://www.nrs.com/nrs-womens-silkweight-varial-hoodie/pg75,
Oboz,Sawtooth X Low Waterproof,Hiking shoes,Men's US 11,fit=Men's; size=US 11,,clothing,1079550,measured,https://www.outdoorgearlab.com/reviews/shoes-and-boots/hiking-shoes-men/oboz-sawtooth-x-low-waterproof,
Oboz,Sawtooth X Low Waterproof,Hiking shoes,Women's US 8.5,fit=Women's; size=US 8.5,,clothing,852754,measured,https://www.outdoorgearlab.com/reviews/shoes-and-boots/hiking-shoes-womens/oboz-sawtooth-x-low-waterproof-womens,
Oboz,Sawtooth X Mid Waterproof,Hiking boots,Men's,fit=Men's,size,clothing,1099961,manufacturer,https://obozfootwear.com/products/mens-sawtooth-x-mid-waterproof,
Oboz,Sawtooth X Mid Waterproof,Hiking boots,Women's,fit=Women's,size,clothing,924000,manufacturer,https://obozfootwear.com/products/womens-sawtooth-x-mid-waterproof,
On,Cloudrock Low Waterproof,Hiking shoes,Men's,fit=Men's,size,clothing,858991,measured,https://www.treelinereview.com/gearreviews/on-cloudrock-low-waterproof-hiking-shoe-review,
On,Cloudrock Low Waterproof,Hiking shoes,Women's,fit=Women's,size,clothing,663000,measured,https://www.treelinereview.com/gearreviews/on-cloudrock-low-waterproof-hiking-shoe-review,
On,Cloudultra,Trail runners,Men's US 9,fit=Men's; size=US 9,,clothing,590000,measured,https://www.doctorsofrunning.com/2021/04/on-cloudultra-review.html,
On,Cloudultra 2,Trail runners,Men's US 9,fit=Men's; size=US 9,,clothing,578000,measured,https://www.irunfar.com/on-cloudultra-2-review,
On,Cloudultra 3,Trail runners,,,fit; size,clothing,589670,measured,https://www.cleverhiker.com/footwear/on-cloudultra-3-trail-running-shoe-review/,
On,Cloudvista,Trail runners,Men's US 8.5,fit=Men's; size=US 8.5,,clothing,570000,measured,https://www.doctorsofrunning.com/2022/04/on-cloudvista-review.html,
On,Cloudvista 2,Trail runners,,,size,clothing,584000,measured,https://runrepeat.com/on-cloudvista-2,
Ortovox,185 Rock'N'Wool Boxer,Underwear,Men's,fit=Men's,size,clothing,92000,manufacturer,https://www.ortovox.com/us-en/shop/men/p1957909-base-layer-pants-short-185-rock-n-wool-boxer-m,
Ortovox,185 Rock'N'Wool Hot Pants,Underwear,Women's,fit=Women's,size,clothing,62000,manufacturer,https://www.ortovox.com/us-en/women/mountainwear/base-layer/base-layer-pants-short/185-rock-n-wool-hot-pants-w/84172,
Ortovox,185 Rock'N'Wool Sport Top,Sports bra,Women's,fit=Women's,size,clothing,64000,manufacturer,https://www.ortovox.com/us-en/women/mountainwear/base-layer/sports-bras/185-rock-n-wool-sport-top-w/84212,
Outdoor Research,ActiveIce Chroma Full Sun Gloves,Sun gloves,,,,clothing,39973,manufacturer,https://www.outdoorresearch.com/products/activeice-chroma-full-sun-gloves-280134,
Outdoor Research,ActiveIce Chroma Sun Gloves,Sun gloves,,,,clothing,34019,manufacturer,https://web.archive.org/web/20251211063136id_/https://www.outdoorresearch.com/products/activeice-chroma-sun-gloves-280133,
Outdoor Research,ActiveIce Spectrum Sun Hoodie,Sun hoodie,Men's,fit=Men's,size,clothing,255000,manufacturer,https://www.outdoorresearch.com/products/mens-activeice-spectrum-sun-hoodie-322376,
Outdoor Research,ActiveIce Spectrum Sun Hoodie,Sun hoodie,Women's,fit=Women's,size,clothing,210000,manufacturer,https://www.outdoorresearch.com/products/womens-activeice-spectrum-sun-hoodie-322393,
Outdoor Research,Aspire II GORE-TEX Jacket,Rain jacket,Women's Medium,fit=Women's; size=M,,clothing,331689,manufacturer,https://web.archive.org/web/20240509092641/https://www.rei.com/product/204219/outdoor-research-aspire-ii-gore-tex-jacket-womens,
Outdoor Research,Crocodile Classic Gaiters,Gaiters,,,,clothing,212905,manufacturer,https://www.outdoorresearch.com/products/mens-crocodile-classic-gaiters-322192,
Outdoor Research,Crocodile Gaiters,Gaiters,,,,clothing,314963,manufacturer,https://www.outdoorresearch.com/products/mens-crocodile-gaiters-322480,
Outdoor Research,Crocodile Mid-Height Gaiters,Gaiters,,,,clothing,235018,manufacturer,https://www.outdoorresearch.com/products/crocodile-mid-height-gaiters-322416,
Outdoor Research,Echo Hoodie,Sun hoodie,Men's Medium,fit=Men's; size=M,,clothing,149969,manufacturer,https://www.outdoorresearch.com/products/mens-echo-hoodie-287625,
Outdoor Research,Echo Hoodie,Sun hoodie,Women's Medium,fit=Women's; size=M,,clothing,112000,manufacturer,https://www.outdoorresearch.com/products/womens-echo-hoodie-287655,
Outdoor Research,Expedition Crocodile Classic Gaiters,Gaiters,,,,clothing,223111,manufacturer,https://www.outdoorresearch.com/products/expedition-crocodile-classic-gaiters-322194,
Outdoor Research,Ferrosi Hoodie,Softshell hoodie,Men's,fit=Men's,size,clothing,395000,manufacturer,https://www.outdoorresearch.com/products/mens-ferrosi-hoodie-322477,
Outdoor Research,Ferrosi Hoodie,Softshell hoodie,Women's,fit=Women's,size,clothing,360000,manufacturer,https://www.outdoorresearch.com/products/womens-ferrosi-hoodie-322478,
Outdoor Research,Ferrosi Pants,Hiking pants,Men's Medium,fit=Men's; size=M,,clothing,371000,manufacturer,https://www.outdoorresearch.com/products/mens-ferrosi-pants-32-287641,
Outdoor Research,Ferrosi Pants,Hiking pants,Women's Medium,fit=Women's; size=M,,clothing,255000,manufacturer,https://www.outdoorresearch.com/products/womens-ferrosi-pants-regular-287668,
Outdoor Research,Ferrosi Trail Gaiters,Gaiters,,,,clothing,75126,manufacturer,https://www.outdoorresearch.com/products/ferrosi-trail-gaiters-322425,
Outdoor Research,Foray II GORE-TEX Jacket,Rain jacket,Men's Medium,fit=Men's; size=M,,clothing,337359,manufacturer,https://www.rei.com/product/203479/outdoor-research-foray-ii-gore-tex-jacket-mens,
Outdoor Research,Helium Gaiters,Gaiters,,,,clothing,138913,manufacturer,https://blog.outdoorprolink.com/proview-outdoor-research-mens-helium-gaiters/,
Outdoor Research,Helium Rain Jacket,Rain jacket,Men's Medium,fit=Men's; size=M,,clothing,175767,manufacturer,https://web.archive.org/web/20250512151841id_/https://www.outdoorresearch.com/products/mens-helium-rain-jacket-275386,
Outdoor Research,Helium Rain Jacket,Rain jacket,Women's Medium,fit=Women's; size=M,,clothing,179000,manufacturer,https://web.archive.org/web/20231015162741/https://www.outdoorresearch.com/products/womens-helium-rain-jacket-300236,
Outdoor Research,Helium Rain Pants,Rain pants,Men's Medium,fit=Men's; size=M,,clothing,150252,manufacturer,https://web.archive.org/web/20250514181805id_/https://www.outdoorresearch.com/products/mens-helium-rain-pants-275387,
Outdoor Research,Helium Rain Pants,Rain pants,Women's Medium,fit=Women's; size=M,,clothing,173000,manufacturer,https://web.archive.org/web/20250817043209/https://www.outdoorresearch.com/products/womens-helium-rain-pants-275389,
Outdoor Research,Helium UL Gaiters,Gaiters,,,,clothing,107728,manufacturer,https://www.outdoorresearch.com/products/mens-helium-ul-gaiter-322696,
Outdoor Research,Rocky Mountain High Gaiters II,Gaiters,,,,clothing,219992,manufacturer,https://www.outdoorresearch.com/products/mens-rocky-mountain-high-gaiters-ii-322419,
Outdoor Research,Rocky Mountain Low Gaiters II,Gaiters,,,,clothing,164994,manufacturer,https://www.outdoorresearch.com/products/rocky-mountain-low-gaiters-ii-322423,
Outdoor Research,Sun Runner Cap,Hat,,,,clothing,84482,manufacturer,https://www.outdoorresearch.com/products/sun-runner-cap-300299,
Outdoor Research,Swift Run Gaiters,Gaiters,,,,clothing,34870,manufacturer,https://www.outdoorresearch.com/products/swift-run-gaiters-322427,
Outdoor Research,Swiftbreaker Jacket,Wind jacket,Women's,fit=Women's,,clothing,181437,manufacturer,https://www.grivetoutdoors.com/products/outdoor-research-swiftbreaker-jacket-womens,
Outdoor Vitals,Ventus Active Hoodie,Sun hoodie,Men's Medium,fit=Men's; size=M,,clothing,198000,manufacturer,https://www.garagegrowngear.com/products/mens-ventus-active-hoodie-by-outdoor-vitals,
Pa'lante,Grid Fleece Hoody,Fleece,Medium,size=M,,clothing,289000,manufacturer,https://www.garagegrowngear.com/products/grid-fleece-hoody-by-palante-packs,
Pa'lante,Shorts,Shorts,Medium,size=M,,clothing,181000,manufacturer,https://www.garagegrowngear.com/products/shorts-by-palante-packs,
Parapack,6P,Hat,,,,clothing,33500,manufacturer,https://www.parapack.co/shopheadwear/p/6p,
Parapack,6P Lite,Hat,,,,clothing,31000,manufacturer,https://www.parapack.co/shopheadwear/p/6plite,
Parapack,B-CAP Bucket Hat,Bucket hat,,,,clothing,58000,manufacturer,https://www.garagegrowngear.com/products/b-cap-bucket-hat-by-parapack,
Parapack,L-CAP,Hat,,,,clothing,58000,manufacturer,https://www.garagegrowngear.com/products/l-cap-by-parapack,
Parapack,P-CAP,Hat,,,,clothing,28000,manufacturer,https://www.garagegrowngear.com/products/p-cap-by-parapack,
Parapack,P-CAP Lite,Hat,,,,clothing,23000,manufacturer,https://www.garagegrowngear.com/products/p-cap-lite-by-parapack,
Pas Normal Studios,Mechanism Pertex Rain Jacket,Rain jacket,Medium,size=M,,clothing,112000,measured,https://www.cyclist.co.uk/reviews/pas-normal-studios-mechanism-pertex-rain-jacket-review,
Patagonia,Capilene Cool Lightweight Shirt,Base layer top,"Men's Medium, short sleeve",fit=Men's; size=M,,clothing,74000,manufacturer,https://web.archive.org/web/20201029055041id_/https://www.patagonia.com/product/mens-capilene-cool-lightweight-shirt/45760.html,
Patagonia,Capilene Cool Lightweight Shirt,Base layer top,"Women's Medium, short sleeve",fit=Women's; size=M,,clothing,60000,manufacturer,https://web.archive.org/web/20260130212501id_/https://www.patagonia.com/product/womens-capilene-cool-lightweight-shirt/45765.html,
Patagonia,Capilene Midweight Bottoms,Base layer bottoms,Men's Medium,fit=Men's; size=M,,clothing,164000,manufacturer,https://web.archive.org/web/20240114165323id_/https://www.patagonia.com/product/mens-capilene-midweight-baselayer-bottoms/44487.html,
Patagonia,Capilene Midweight Bottoms,Base layer bottoms,Women's Medium,fit=Women's; size=M,,clothing,156000,manufacturer,https://web.archive.org/web/20251119011018/https://www.patagonia.com/product/womens-capilene-midweight-baselayer-bottoms/44492.html,
Patagonia,Down Sweater Hoody,Down jacket,Men's Medium,fit=Men's; size=M,,clothing,420000,manufacturer,https://web.archive.org/web/20250811183007id_/https://www.patagonia.com/product/mens-down-sweater-insulated-hoody/84702.html,
Patagonia,Down Sweater Hoody,Down jacket,Women's Medium,fit=Women's; size=M,,clothing,343000,manufacturer,https://web.archive.org/web/20260420164210id_/https://www.patagonia.com/product/womens-down-sweater-insulated-hoody/84712.html,
Patagonia,Houdini Jacket,Wind jacket,Men's Medium,fit=Men's; size=M,,clothing,105000,manufacturer,https://web.archive.org/web/20200718053536id_/https://www.patagonia.com/product/mens-houdini-windbreaker-jacket/24142.html,
Patagonia,Houdini Jacket,Wind jacket,Women's Medium,fit=Women's; size=M,,clothing,96000,manufacturer,https://web.archive.org/web/20260128032649/https://www.patagonia.com/product/womens-houdini-windbreaker-jacket/24147.html,
Patagonia,Long-Sleeved Sun Stretch Shirt,Sun shirt,Men's Medium,fit=Men's; size=M,,clothing,159000,manufacturer,https://web.archive.org/web/20250522095505id_/https://www.patagonia.com/product/mens-long-sleeved-sun-stretch-shirt/52198.html,
Patagonia,Long-Sleeved Sun Stretch Shirt,Sun shirt,Women's Medium,fit=Women's; size=M,,clothing,190000,manufacturer,https://web.archive.org/web/20240719221854id_/https://www.patagonia.com/product/womens-long-sleeved-sun-stretch-shirt/52211.html,
Patagonia,Micro Puff Hoody,Insulated jacket,Men's Medium,fit=Men's; size=M,,clothing,298000,manufacturer,https://web.archive.org/web/20241207105818id_/https://www.patagonia.com/product/mens-micro-puff-insulated-hoody/84031.html,
Patagonia,Micro Puff Hoody,Insulated jacket,Women's Medium,fit=Women's; size=M,,clothing,255000,manufacturer,https://web.archive.org/web/20250911203106id_/https://www.patagonia.com/product/womens-micro-puff-insulated-hoody/84041.html,
Patagonia,Nano Puff Jacket,Insulated jacket,Men's Medium,fit=Men's; size=M,,clothing,369000,manufacturer,https://web.archive.org/web/20250903022513id_/https://www.patagonia.com/product/mens-nano-puff-insulated-jacket/84213.html,
Patagonia,Nano Puff Jacket,Insulated jacket,Women's Medium,fit=Women's; size=M,,clothing,309000,manufacturer,https://web.archive.org/web/20250912112307id_/https://www.patagonia.com/product/womens-nano-puff-insulated-jacket/84218.html,
Patagonia,P-6 Logo LoPro Trucker Hat,Trucker hat,,,,clothing,85000,manufacturer,https://www.idahomountaintouring.com/products/p-6-logo-lopro-trucker-hat,
Patagonia,Quandary Brimmer,Sun hat,,,,clothing,115000,manufacturer,https://www.idahomountaintouring.com/products/quandary-brimmer,
Patagonia,Quandary Pants,Hiking pants,"Men's Medium, Regular",fit=Men's; size=M; length=Regular,,clothing,318000,manufacturer,https://web.archive.org/web/20260128055417id_/https://www.patagonia.com/product/mens-quandary-hiking-pants-regular/55183.html,
Patagonia,Quandary Pants,Hiking pants,"Women's Medium, Regular",fit=Women's; size=M; length=Regular,,clothing,283000,manufacturer,https://web.archive.org/web/20260106144401/https://www.patagonia.com/product/womens-quandary-hiking-pants-regular/55417.html,
Patagonia,R1 Air Full-Zip Hoody,Fleece,Men's Medium,fit=Men's; size=M,,clothing,369000,manufacturer,https://web.archive.org/web/20250912121826id_/https://www.patagonia.com/product/mens-r1-air-fleece-midlayer-full-zip-hoody/40256.html,
Patagonia,R1 Air Full-Zip Hoody,Fleece,Women's Medium,fit=Women's; size=M,,clothing,309000,manufacturer,https://web.archive.org/web/20260204134351/https://www.patagonia.com/product/womens-r1-air-full-zip-technical-fleece-hoody/40260.html,
Patagonia,Terrebonne Joggers,Joggers,Men's Medium,fit=Men's; size=M,,clothing,195612,manufacturer,https://www.patagonia.com/product/mens-terrebonne-joggers/24541.html,
Patagonia,Terrebonne Joggers,Joggers,Women's Medium,fit=Women's; size=M,,clothing,139000,manufacturer,https://web.archive.org/web/20260415103611id_/https://www.patagonia.com/product/womens-terrebonne-joggers/24595.html,
Patagonia,Torrentshell 3L Rain Jacket,Rain jacket,Men's,fit=Men's,size,clothing,399728,manufacturer,https://www.als.com/patagonia-torrentshell-3l-rain-jacket-mens-10482682/p,
Patagonia,Torrentshell 3L Rain Jacket,Rain jacket,Women's,fit=Women's,size,clothing,352000,manufacturer,https://www.bobssportschalet.com/patagonia/patagonia-torrentshell-3l-rain-163424,
Patagonia,Wild Trails Sports Bra,Sports bra,,,,clothing,113000,manufacturer,https://web.archive.org/web/20240424025155/https://www.patagonia.com/product/womens-wild-trails-sports-bra/32045.html,
Petzl,Cordex Plus belay/rappel gloves,Gloves,Large,size=L,,clothing,146000,manufacturer,https://www.petzl.com/US/en/Sport/Packs-And-Accessories/CORDEX-PLUS,
Petzl,Cordex Plus belay/rappel gloves,Gloves,Medium,size=M,,clothing,140000,manufacturer,https://www.petzl.com/US/en/Sport/Packs-And-Accessories/CORDEX-PLUS,
Petzl,Cordex Plus belay/rappel gloves,Gloves,Small,size=S,,clothing,136000,manufacturer,https://www.petzl.com/US/en/Sport/Packs-And-Accessories/CORDEX-PLUS,
Petzl,Cordex Plus belay/rappel gloves,Gloves,X-Large,size=XL,,clothing,152000,manufacturer,https://www.petzl.com/US/en/Sport/Packs-And-Accessories/CORDEX-PLUS,
Portal,Acre Light Pant,Hiking pants,Medium,size=M,,clothing,320000,manufacturer,https://portal-brand.com/products/acre-light-pant,
Portal,Biome Insulated Jacket,Insulated jacket,Medium,size=M,,clothing,560000,manufacturer,https://portal-brand.com/products/biome-insulated-parka,
Portal,Borders Cargo Belt,Belt,,,,clothing,100000,manufacturer,https://portal-brand.com/products/borders-cargo-belt,
Portal,Code Wind Jacket,Wind jacket,Medium,size=M,,clothing,77000,manufacturer,https://portal-brand.com/products/code-wind-jacket,
Portal,Drift Merino Boxer Brief,Underwear,Medium,size=M,,clothing,70000,manufacturer,https://portal-brand.com/products/drift-merino-boxer-brief,
Portal,Drift Merino Glove,Gloves,,,,clothing,15000,manufacturer,https://portal-brand.com/products/drift-merino-glove,
Portal,Drift Merino LS T,Base layer top,Medium,size=M,,clothing,140000,manufacturer,https://portal-brand.com/products/drift-merino-ls-t,
Portal,Drift Merino SS T,Base layer top,Medium,size=M,,clothing,120000,manufacturer,https://portal-brand.com/products/drift-merino-ss-t,
Portal,Lateral Peak LS T,Shirt,Medium,size=M,,clothing,110000,manufacturer,https://portal-brand.com/products/lateral-peak-ls-t,
Portal,Lateral Peak T,Shirt,Medium,size=M,,clothing,90000,manufacturer,https://portal-brand.com/products/lateral-peak-t,
Portal,Level Alpha Jacket,Fleece,Medium,size=M,,clothing,330000,manufacturer,https://portal-brand.com/products/level-alpha-jacket,
Portal,Lineage All Purpose Sock,Socks,Medium,size=M,,clothing,60000,manufacturer,https://portal-brand.com/products/lineage-all-purpose-sock,
Portal,Loam Fleece Jacket,Fleece,Medium,size=M,,clothing,480000,manufacturer,https://portal-brand.com/products/loam-fleece-jacket,
Portal,Marka Liner Short,Shorts,Medium,size=M,,clothing,150000,manufacturer,https://portal-brand.com/products/marka-liner-short,
Portal,Pattern Active Sock,Socks,Medium,size=M,,clothing,40000,manufacturer,https://portal-brand.com/products/pattern-active-sock,
Portal,Planar Lightweight Cap,Hat,,,,clothing,35000,manufacturer,https://portal-brand.com/products/planar-lightweight-cap,
Portal,Radius Cap,Hat,,,,clothing,40000,manufacturer,https://portal-brand.com/products/radius-cap-aw25,
Portal,Range Light Jersey,Shirt,Medium,size=M,,clothing,150000,manufacturer,https://portal-brand.com/products/range-light-jersey,
Portal,Ritual Merino Sock,Socks,Medium,size=M,,clothing,60000,manufacturer,https://portal-brand.com/products/ritual-merino-sock,
Portal,Root Hemp LS T,Shirt,Medium,size=M,,clothing,260000,manufacturer,https://portal-brand.com/products/root-hemp-ls-t,
Portal,Root Hemp T,Shirt,Medium,size=M,,clothing,220000,manufacturer,https://portal-brand.com/products/root-hemp-t,
Portal,Traka Softshell Pant,Hiking pants,Medium,size=M,,clothing,360000,manufacturer,https://portal-brand.com/products/traka-softshell-pant,
Portal,Traka Softshell Short,Shorts,Medium,size=M,,clothing,250000,manufacturer,https://portal-brand.com/products/traka-softshell-short,
prAna,Stretch Zion Pant,Hiking pants,Men's Medium,fit=Men's; size=M,,clothing,377049,measured,https://www.outdoorgearlab.com/reviews/clothing-mens/hiking-pants-men/prana-stretch-zion-ii-pants,
Rab,Downpour Waterproof Jacket,Rain jacket,Men's Medium,fit=Men's; size=M,,clothing,377000,manufacturer,https://rab.equipment/us/mens-downpour-waterproof-jacket,
Rab,Downpour Waterproof Jacket,Rain jacket,Women's UK 10,fit=Women's; size=UK 10,,clothing,341500,manufacturer,https://rab.equipment/us/womens-downpour-waterproof-jacket,
Rab,Downpour Waterproof Pants,Rain pants,Men's Medium,fit=Men's; size=M,,clothing,262500,manufacturer,https://rab.equipment/us/mens-downpour-waterproof-pants,
Rab,Downpour Waterproof Pants,Rain pants,Women's UK 10,fit=Women's; size=UK 10,,clothing,239500,manufacturer,https://rab.equipment/us/womens-downpour-waterproof-pants,
Rab,Microlight Alpine Jacket,Down jacket,Men's Large,fit=Men's; size=L,,clothing,467767,manufacturer,https://web.archive.org/web/20260218183657id_/https://rab.equipment/us/microlight-alpine-jacket,
Rab,Microlight Alpine Jacket,Down jacket,Women's UK 12,fit=Women's; size=UK 12,,clothing,413500,manufacturer,https://rab.equipment/us/women-s-microlight-alpine-jacket-aw20,
Rab,Mythic Ultra,Down jacket,Men's Medium,fit=Men's; size=M,,clothing,535806,manufacturer,https://web.archive.org/web/20251118014943/https://rab.equipment/us/mythic-ultra-jacket,
Rab,Mythic Ultra,Down jacket,Women's UK 10,fit=Women's; size=UK 10,,clothing,499000,manufacturer,https://rab.equipment/us/women-s-mythic-ultra-jacket,
Recaps,Adventurer Shade Shifter Sun Hat,Sun hat,,,,clothing,91000,manufacturer,https://www.garagegrowngear.com/products/adventurer-shade-shifter-sun-hat-by-recaps,
Recaps,Lounger Shade Shifter Sun Hat,Sun hat,,,,clothing,71000,manufacturer,https://www.garagegrowngear.com/products/lounger-shade-shifter-sun-hat-by-recaps,
REI Co-op,Magma 850 Down Hoodie,Down jacket,Men's,fit=Men's; size=M,,clothing,354369,measured,https://www.outdoorgearlab.com/reviews/clothing-mens/down-jacket-men/rei-co-op-magma-850-hoodie,
REI Co-op,Magma 850 Down Jacket,Down jacket,Men's,fit=Men's,size,clothing,306175,measured,https://manmakesfire.com/rei-magma-850-down-jacket-review/,
REI Co-op,Merino 185 Base Layer Bottoms,Base layer bottoms,Men's Large,fit=Men's; size=L,,clothing,209786,manufacturer,https://www.rei.com/product/192915/rei-co-op-merino-185-base-layer-bottoms-mens,
REI Co-op,Merino 185 Base Layer Bottoms,Base layer bottoms,Women's Medium,fit=Women's; size=M,,clothing,158757,manufacturer,https://www.rei.com/product/192867/rei-co-op-merino-185-base-layer-bottoms-womens,
REI Co-op,Merino Wool Lightweight Hiking Crew Socks,Socks,,,,clothing,62000,community,https://www.rei.com/product/165398/rei-co-op-merino-wool-lightweight-hiking-crew-socks,
REI Co-op,Merino Wool Liner Crew Socks,Socks,,,,clothing,45000,community,https://www.rei.com/product/165397/rei-co-op-merino-wool-liner-crew-socks,
REI Co-op,Swiftland High-Low-Hem Long-Sleeve Running T-Shirt,Running shirt,Women's,fit=Women's,,clothing,110563,manufacturer,https://www.rei.com/product/244757/rei-co-op-swiftland-high-low-hem-long-sleeve-running-t-shirt-womens,
Ridge Merino,Men's Ridge Boxer Briefs,Underwear,Medium,size=M,,clothing,85000,manufacturer,https://www.garagegrowngear.com/products/copy-of-mens-ridge-boxer-briefs-by-ridge-merino,
Ridge Merino,Men's Solstice Lightweight Wool Hoodie,Sun hoodie,Medium,size=M,,clothing,247000,manufacturer,https://www.garagegrowngear.com/products/mens-solstice-lightweight-wool-hoodie-by-ridge-merino,
Ridge Merino,Windshifter Wind Shell Jacket,Wind jacket,Men's Large,fit=Men's; size=L,,clothing,142000,manufacturer,https://www.garagegrowngear.com/products/mens-windshifter-wind-shell-jacket-by-ridge-merino,
Ridge Merino,Windshifter Wind Shell Jacket,Wind jacket,Women's Small,fit=Women's; size=S,,clothing,125000,manufacturer,https://www.garagegrowngear.com/products/womens-windshifter-wind-shell-jacket-by-ridge-merino,
Ridge Merino,Women's Ridge Boy Short Underwear,Underwear,Medium,size=M,,clothing,57000,manufacturer,https://www.garagegrowngear.com/products/womens-ridge-boy-shorts-underwear-by-ridge-merino,
Ridge Merino,Women's Send-it Seamless Sports Bra,Sports bra,Medium,size=M,,clothing,102000,manufacturer,https://www.garagegrowngear.com/products/womens-send-it-seamless-merino-sports-bra-by-ridge-merino,
Ridge Merino,Women's Solstice Lightweight Wool Hoodie,Sun hoodie,Medium,size=M,,clothing,227000,manufacturer,https://www.garagegrowngear.com/products/copy-of-womens-solstice-lightweight-wool-hoodie-by-ridge-merino,
ROA,Andreas Hiking Boot,Hiking boots,Men's US 9,fit=Men's; size=US 9,,clothing,1160000,community,https://www.roa-hiking.com/en-us/collections/andreas,
ROA,Lhakpa Hiking Sneaker,Hiking shoes,Men's US 9,fit=Men's; size=US 9,,clothing,860000,community,https://www.roa-hiking.com/products/roa-footwear-lhakpa-black-j268219,
ROA,Logo Wool Beanie,Beanie,,,,clothing,65000,community,https://www.roa-hiking.com/products/roa-accessories-logo-wool-beanie-black-j334872,
ROA,Minaar Hiking Sneaker,Hiking shoes,Men's US 9,fit=Men's; size=US 9,,clothing,760000,community,https://www.roa-hiking.com/en-us/products/roa-footwear-minaar-black-j279650,
ROA,Saharan Cap,Hat,,,,clothing,92000,community,https://www.roa-hiking.com/products/roa-accessories-saharan-cap-multicolor-j277346,
Salomon,Sense Ride 5,Trail runners,Men's,fit=Men's,size,clothing,584000,manufacturer,https://www.alpinetrek.co.uk/salomon-sense-ride-5-trail-running-shoes/,
Salomon,Sense Ride 5,Trail runners,Women's,fit=Women's,size,clothing,506000,manufacturer,https://www.alpinetrek.co.uk/salomon-womens-sense-ride-5-trail-running-shoes/,
Salomon,X Ultra 360,Hiking shoes,"Men's, Low",fit=Men's,size,clothing,697000,manufacturer,https://www.alpinetrek.co.uk/salomon-x-ultra-360-multisport-shoes/,
Salomon,X Ultra 360,Hiking shoes,"Women's, Low",fit=Women's,,clothing,610000,manufacturer,https://www.salomon.com/en-gb/product/x-ultra-360-li5849,
Sambob,Alpha 60 Crewneck,Fleece,,,size,clothing,70874,manufacturer,https://sambob.biz/products/alpha-60-crewnecks,
Sambob,Alpha 90 Crewneck,Fleece,,,size,clothing,99223,manufacturer,https://sambob.biz/products/alpha-90-crewnecks,
Sambob,Alpha Hoodie,Fleece,Medium,size=M,,clothing,140000,manufacturer,https://www.garagegrowngear.com/products/alpha-by-sambob,
Sambob,Alpha Joggers,Joggers,Medium,size=M,,clothing,114000,manufacturer,https://www.garagegrowngear.com/products/alpha-joggers-by-sambob,
Sambob,Alpha Quarter Zip Hoodie,Fleece,Medium,size=M,,clothing,190000,manufacturer,https://www.garagegrowngear.com/products/alpha-quarter-zip-hoodie-by-sambob,
Sambob,Coastal Sun Hoodie,Sun hoodie,Medium,size=M,,clothing,278000,manufacturer,https://www.garagegrowngear.com/products/coastal-sun-hoodie-by-sambob,
Sambob,Octa Hoodie,Fleece,Medium,size=M,,clothing,130000,manufacturer,https://www.garagegrowngear.com/products/octa-hoodie-narrow-fit-by-sambob,
Satisfy,CloudMerino 66 T-Shirt,Base layer top,Medium,size=M,,clothing,100000,manufacturer,https://satisfyrunning.com/products/cloudmerino-66-t-shirt-sun-bleached-black,
Satisfy,CloudMerino Beanie,Beanie,,,,clothing,71000,manufacturer,https://satisfyrunning.com/products/cloudmerino-hat-1,
Satisfy,CloudMerino Liner Gloves,Gloves,,,,clothing,32000,manufacturer,https://satisfyrunning.com/products/cloudmerino-liner-gloves-batik-falcon,
Satisfy,"HeatCrush 8"" Desert Shorts",Shorts,Medium,size=M,,clothing,86000,manufacturer,https://satisfyrunning.com/products/heatcrush-desert-shorts-moonstruck,
Satisfy,HeatCrush Arm Sleeves,Arm sleeves,,,,clothing,32000,manufacturer,https://satisfyrunning.com/products/heatcrush-arm-sleeves-moonstruck,
Satisfy,HeatCrush Long Sleeve Base Layer,Base layer top,Medium,size=M,,clothing,120000,manufacturer,https://satisfyrunning.com/products/heatcrush-base-layer-moonstruck,
Satisfy,HeatCrush Neck Cooler,Neck gaiter,,,,clothing,30000,manufacturer,https://satisfyrunning.com/products/heatcrushneck-cooler-moonstruck,
Satisfy,HeatCrush T-Shirt,Running shirt,Medium,size=M,,clothing,175000,manufacturer,https://satisfyrunning.com/products/heatcrush-t-shirt-moonstruck,
Satisfy,"Justice Cordura 9"" Half Tights",Half tights,Medium,size=M,,clothing,93000,manufacturer,https://satisfyrunning.com/products/justice-cordura-9-half-tights-black,
