brand,name,common_name,variant,attributes,attributes_unpublished,category_hint,weight_mg,weight_source,source_url,kcal
Arc'teryx,Konseal 15 Backpack,Backpack,,volume_l=15,,pack,310000,manufacturer,https://arcteryx.com/us/en/shop/konseal-15-backpack-9832,
Arc'teryx,Mantis 1 Waistpack,Fanny pack,,volume_l=1.5,,pack,165000,measured,https://footprintusa.co/products/arcteryx-mantis-1-waist-pack,
Arc'teryx,Mantis 16 Backpack,Backpack,,volume_l=16,,pack,700000,measured,https://footprintusa.co/products/arcteryx-mantis-16-backpack,
Arc'teryx,Mantis 2 Waistpack,Fanny pack,,volume_l=2.5,,pack,190000,measured,https://footprintusa.co/products/arcteryx-mantis-2-waist-pack,
Arc'teryx,Mantis 20 Backpack,Backpack,,volume_l=20,,pack,930000,measured,https://www.everestgear.com/arma20babl.html,
Arc'teryx,Mantis 26 Backpack,Backpack,,volume_l=26,,pack,840000,measured,https://footprintusa.co/products/arcteryx-mantis-26-backpack,
Arc'teryx,Mantis 30 Backpack,Backpack,,volume_l=30,,pack,1200000,measured,https://footprintusa.co/products/arcteryx-mantis-30-backpack,
Atom Packs,The Atom,Backpack,"30L, Medium torso",torso=M; volume_l=30,,pack,408000,manufacturer,https://atompacks.co.uk/products/the-atom-custom,
Atom Packs,The Atom,Backpack,"40L, Medium torso",torso=M; volume_l=40,,pack,438000,manufacturer,https://atompacks.co.uk/products/the-atom-custom,
Atom Packs,The Prospector,Backpack,"40L, Medium torso",torso=M; volume_l=40,,pack,890000,manufacturer,https://atompacks.co.uk/products/the-prospector-custom,
Atom Packs,The Pulse,Backpack,"EP50, Medium torso",torso=M; volume_l=50,,pack,675000,manufacturer,https://atompacks.co.uk/products/the-pulse-ep50-black,
Black Diamond,Beta Light 30,Backpack,,volume_l=30,,pack,698000,manufacturer,https://www.garagegrowngear.com/products/beta-light-30-by-black-diamond,
Black Diamond,Beta Light 45,Backpack,,volume_l=45,,pack,936000,manufacturer,https://www.garagegrowngear.com/products/beta-light-45-by-black-diamond,
Black Diamond,Distance 15,Backpack,Medium,torso=M; volume_l=15,,pack,330000,manufacturer,https://blackdiamondequipment.com/products/distance-15-backpack,
Black Diamond,Distance 22,Backpack,Medium,torso=M; volume_l=22,,pack,400000,manufacturer,https://blackdiamondequipment.com/products/distance-22-backpack,
Black Diamond,Distance 8,Running vest,,volume_l=8,,pack,314000,manufacturer,https://blackdiamondequipment.com/products/distance-8-backpack,
Bonfus,Aerus 55L,Backpack,Medium,torso=M; volume_l=55,,pack,795000,manufacturer,https://www.garagegrowngear.com/products/aerus-55l-by-bonfus,
Bonfus,Fastus 23L,Backpack,,volume_l=23,,pack,360000,manufacturer,https://www.garagegrowngear.com/products/fastus-23l-by-bonfus,
Bonfus,Framus 48,Backpack,"Ultra 200X, Medium",torso=M; volume_l=48,,pack,760000,manufacturer,https://bonfus.com/product/framus-48l/,
Bonfus,Framus 58,Backpack,"Ultra 200X, Medium",torso=M; volume_l=58,,pack,795000,manufacturer,https://bonfus.com/product/framus-58l/,
Bonfus,Iterus 38L,Backpack,no hipbelt,volume_l=38,,pack,380000,manufacturer,https://www.garagegrowngear.com/products/iterus-38l-by-bonfus,
Bonfus,Iterus 38L,Backpack,with hipbelt,volume_l=38,,pack,415000,manufacturer,https://www.garagegrowngear.com/products/iterus-38l-by-bonfus,
Bonfus,Saccus 48L,Backpack,Large,torso=L; volume_l=48,,pack,490000,manufacturer,https://www.garagegrowngear.com/products/saccus-48l-by-bonfus,
Bonfus,Saccus 48L,Backpack,Medium,torso=M; volume_l=48,,pack,480000,manufacturer,https://www.garagegrowngear.com/products/saccus-48l-by-bonfus,
BullMoose Softgoods Co.,L.T.F.P.,Fanny pack,,,volume_l,pack,99000,manufacturer,https://www.garagegrowngear.com/products/l-t-f-p-by-bullmoose-softgoods,
BullMoose Softgoods Co.,Mini Sling Bag,Sling bag,,,,pack,71000,manufacturer,https://www.garagegrowngear.com/products/mini-sling-bag-by-bullmoose-softgoods,
BullMoose Softgoods Co.,Triangle Sling Bag,Sling bag,,,,pack,50000,manufacturer,https://www.garagegrowngear.com/products/triangle-sling-bag-by-bull-moose-softgoods-co,
CAYL,Chopee Cordura,Daypack,20L,volume_l=20,,pack,340000,manufacturer,https://cayl.co.kr/product/chopee-cordura-chopee-black/3304/,
CAYL,Race Bag,Duffel,,,,pack,716000,manufacturer,https://cayl.co.kr/product/race-bag-cayl-grid-black/3209/,
Durston,Kakwa 40,Backpack,"Ultra 200X, Large",torso=L; volume_l=40,,pack,819301,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 40,Backpack,"Ultra 200X, Medium",torso=M; volume_l=40,,pack,793787,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 40,Backpack,"Ultra 200X, Small",torso=S; volume_l=40,,pack,768272,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 40,Backpack,"UltraGrid, Large",torso=L; volume_l=40,,pack,858991,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 40,Backpack,"UltraGrid, Medium",torso=M; volume_l=40,,pack,839146,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 40,Backpack,"UltraGrid, Small",torso=S; volume_l=40,,pack,819301,manufacturer,https://durstongear.com/products/kakwa-40-backpack,
Durston,Kakwa 55,Backpack,"Ultra 200X, Large",torso=L; volume_l=55,,pack,918525,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Kakwa 55,Backpack,"Ultra 200X, Medium",torso=M; volume_l=55,,pack,893010,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Kakwa 55,Backpack,"Ultra 200X, Small",torso=S; volume_l=55,,pack,853321,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Kakwa 55,Backpack,"UltraGrid, Large",torso=L; volume_l=55,,pack,887340,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Kakwa 55,Backpack,"UltraGrid, Medium",torso=M; volume_l=55,,pack,867495,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Kakwa 55,Backpack,"UltraGrid, Small",torso=S; volume_l=55,,pack,827806,manufacturer,https://durstongear.com/products/kakwa-55,
Durston,Wapta 30,Backpack,Large,torso=L; volume_l=30,,pack,535806,manufacturer,https://durstongear.com/products/wapta-30-ultralight-backpack,
Durston,Wapta 30,Backpack,Medium,torso=M; volume_l=30,,pack,518796,manufacturer,https://durstongear.com/products/wapta-30-ultralight-backpack,
Durston,Wapta 30,Backpack,Small,torso=S; volume_l=30,,pack,504622,manufacturer,https://durstongear.com/products/wapta-30-ultralight-backpack,
Fjällräven,Keb Hike 30,Backpack,,volume_l=30,,pack,1440000,manufacturer,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/trekking-backpacks/keb-hike-30,
Gnuhr,Sling 1 v3.0,Sling bag,,,,pack,26000,manufacturer,https://www.gnuhr.com/products/sling-1-v3-0,
Gnuhr,Sling 2 v3.0,Sling bag,,,,pack,49000,manufacturer,https://www.gnuhr.com/products/sling-2-v3-0,
Gnuhr,Sling One,Sling bag,,,,pack,23000,manufacturer,https://www.gnuhr.com/products/sling-1,
Goldwin,Star Trail Pack,Backpack,JP 3,size=JP 3,volume_l,pack,178000,manufacturer,https://usshop.goldwin-global.com/products/gm95181,
Gossamer Gear,Cima 15,Backpack,,volume_l=15,,pack,505000,manufacturer,https://www.garagegrowngear.com/products/cima-15-by-gossamer-gear,
Gossamer Gear,Elixir 20 Daypack,Daypack,,volume_l=20,,pack,178000,manufacturer,https://www.garagegrowngear.com/products/elixir-20-daypack-by-gossamer-gear,
Gossamer Gear,Fast Kumo 36,Backpack,S/M,torso=S/M; volume_l=36,,pack,586000,manufacturer,https://www.gossamergear.com/products/fast-kumo,
Gossamer Gear,G4-20 Ultralight 42,Backpack,Large,torso=L; volume_l=42,,pack,635000,manufacturer,https://www.garagegrowngear.com/products/g4-20-ultralight-42-by-gossamer-gear,
Gossamer Gear,G4-20 Ultralight 42,Backpack,Medium,torso=M; volume_l=42,,pack,615185,manufacturer,https://www.garagegrowngear.com/products/g4-20-ultralight-42-by-gossamer-gear,
Gossamer Gear,G4-20 Ultralight 42,Backpack,Small,torso=S; volume_l=42,,pack,578000,manufacturer,https://www.garagegrowngear.com/products/g4-20-ultralight-42-by-gossamer-gear,
Gossamer Gear,Gorilla 50,Backpack,Medium,torso=M; volume_l=50,,pack,904350,manufacturer,https://www.gossamergear.com/products/gorilla-50,
Gossamer Gear,Grit 28,Backpack,,volume_l=28,,pack,459000,manufacturer,https://www.garagegrowngear.com/products/grit-28-by-gossamer-gear,
Gossamer Gear,Kumo 36,Backpack,Medium,torso=M; volume_l=36,,pack,566990,manufacturer,https://www.gossamergear.com/products/kumo-36-superlight-backpack,
Gossamer Gear,Loris 25 Daypack,Daypack,,volume_l=25,,pack,553000,manufacturer,https://www.garagegrowngear.com/products/loris-25-daypack-by-gossamer-gear,
Gossamer Gear,Mariposa 60,Backpack,"Medium, Medium Straight hipbelt",torso=M; volume_l=60,,pack,969554,manufacturer,https://www.gossamergear.com/products/mariposa-60-lightweight-backpack,
Gossamer Gear,Minimalist 19 Daypack,Daypack,,volume_l=19,,pack,329000,manufacturer,https://www.garagegrowngear.com/products/minimalist-19-daypack-by-gossamer-gear,
Gossamer Gear,Mirage 40,Backpack,,volume_l=40,,pack,530000,manufacturer,https://www.garagegrowngear.com/products/mirage-40-by-gossamer-gear,
Gossamer Gear,Murmur 36,Backpack,,volume_l=36,,pack,223961,manufacturer,https://www.gossamergear.com/products/murmur-36-hyperlight-backpack,
Gossamer Gear,Piku Fanny Pack,Fanny pack,,,volume_l,pack,252000,manufacturer,https://www.garagegrowngear.com/products/piku-fanny-pack-by-gossamer-gear,
Gossamer Gear,Sidequest,Fanny pack,,volume_l=4,,pack,108000,manufacturer,https://www.garagegrowngear.com/products/sidequest-by-gossamer-gear,
Gossamer Gear,Skala 38,Backpack,,volume_l=38,,pack,578000,manufacturer,https://www.garagegrowngear.com/products/skala-38-by-gossamer-gear,
Gossamer Gear,Vetta 20L Daypack,Daypack,,volume_l=20,,pack,411000,manufacturer,https://www.garagegrowngear.com/products/vetta-20l-daypack-by-gossamer-gear,
Granite Gear,Blaze 60,Backpack,Regular torso,torso=Regular; volume_l=60,,pack,1360777,manufacturer,https://www.granitegear.com/blaze-60-unisex.html,
Granite Gear,Blaze 60,Backpack,"Women's, Regular torso",fit=Women's; torso=Regular; volume_l=60,,pack,1360000,manufacturer,https://www.granitegear.com/blaze-60-women-s-fit.html,
Granite Gear,Crown3 60,Backpack,Regular torso,torso=Regular; volume_l=60,,pack,1088622,manufacturer,https://www.granitegear.com/crown3-60-pack.html,
Granite Gear,Crown3 60,Backpack,"Women's, Regular torso",fit=Women's; torso=Regular; volume_l=60,,pack,1080000,manufacturer,https://www.granitegear.com/crown3-60-pack-3902.html,
Granite Gear,Virga3 26,Backpack,,volume_l=26,,pack,571526,manufacturer,https://www.granitegear.com/virga3-26-unisex.html,
Gregory,Baltoro 65,Backpack,,volume_l=65,,pack,2230000,manufacturer,https://www.alpinetrek.co.uk/gregory-baltoro-65-walking-backpack/,
Gregory,Deva 60,Backpack,,volume_l=60,,pack,2100000,manufacturer,https://www.alpinetrek.co.uk/gregory-womens-deva-60-walking-backpack/,
Gregory,Facet 45,Backpack,Medium,torso=M; volume_l=45,,pack,1188412,manufacturer,https://web.archive.org/web/20230402060031/https://www.gregorypacks.com/packs-bags/backpacking-packs/facet-45-141FAC45.html,
Gregory,Facet 55,Backpack,Medium,torso=M; volume_l=55,,pack,1206556,manufacturer,https://web.archive.org/web/20220527185240/https://www.gregorypacks.com/packs-bags/backpacking-packs/facet-55-141FAC55.html,
Gregory,Focal 48,Backpack,Medium,torso=M; volume_l=48,,pack,1179340,manufacturer,https://web.archive.org/web/20230201031741/https://www.gregorypacks.com/packs-bags/backpacking-packs/focal-48-141FOC48.html,
Gregory,Focal 58,Backpack,Medium,torso=M; volume_l=58,,pack,1202020,manufacturer,https://web.archive.org/web/20230914192326/https://www.gregorypacks.com/packs-bags/backpacking-packs/focal-58-141FOC58.html,
Gregory,Maven 45,Backpack,S/M,torso=S/M,,pack,1500000,manufacturer,https://www.snowcountry.eu/gregory-maven-45-8258.html,
Gregory,Paragon 48,Backpack,M/L,torso=M/L,,pack,1600000,manufacturer,https://www.snowcountry.eu/gregory-paragon-48-1416.html,
Hanchor,COBBLE Multi-day Backpack,Backpack,,volume_l=52,,pack,810000,manufacturer,https://www.hanchor.com/products/Outdoor%20Series/COBBLE_Multi-day_backpack?locale=en,
Hanchor,MARBLE Hiking Backpack,Backpack,"Regular torso, Small hipbelt",torso=Regular,volume_l,pack,1160000,manufacturer,https://www.hanchor.com/products/Outdoor%20Series/MARBLE_Hiking_Backpack?locale=en,
Hanchor,MARL Hiking Backpack,Backpack,"Regular torso, Small hipbelt",torso=Regular,volume_l,pack,1053000,manufacturer,https://www.hanchor.com/products/Outdoor%20Series/MARL_Hiking_Backpack?locale=en,
High Tail Designs,Ultralight Fanny Pack,Fanny pack,,volume_l=1,,pack,51000,manufacturer,https://www.garagegrowngear.com/products/ultralight-fanny-pack-by-high-tail-designs,
Hyperlite Mountain Gear,Aero 28,Backpack,Medium,torso=M; volume_l=28,,pack,506000,manufacturer,https://www.garagegrowngear.com/products/aero-28-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Contour 35,Backpack,Medium,torso=M; volume_l=35,,pack,459000,manufacturer,https://www.garagegrowngear.com/products/contour-35-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Junction 2400,Backpack,40L,volume_l=40,,pack,833476,manufacturer,https://hyperlitemountaingear.com/products/junction,
Hyperlite Mountain Gear,Junction 3400,Backpack,55L,volume_l=55,,pack,867495,manufacturer,https://hyperlitemountaingear.com/products/junction,
Hyperlite Mountain Gear,Junction 40,Backpack,Medium,torso=M; volume_l=40,,pack,833000,manufacturer,https://www.garagegrowngear.com/products/junction-40-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Junction 55,Backpack,Medium,torso=M; volume_l=55,,pack,866000,manufacturer,https://www.garagegrowngear.com/products/junction-55-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Legacy Junction 40,Backpack,Medium,torso=M; volume_l=40,,pack,879000,manufacturer,https://www.garagegrowngear.com/products/original-junction-40-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Legacy Southwest 40,Backpack,Medium,torso=M; volume_l=40,,pack,873000,manufacturer,https://www.garagegrowngear.com/products/original-southwest-40-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Legacy Windrider 40,Backpack,Medium,torso=M; volume_l=40,,pack,845000,manufacturer,https://www.garagegrowngear.com/products/2025-windrider-40-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Pemi 15,Backpack,Medium,torso=M; volume_l=15,,pack,351534,manufacturer,https://www.hyperlitemountaingear.com/products/pemi-15,
Hyperlite Mountain Gear,Southwest 2400,Backpack,40L,volume_l=40,,pack,841981,manufacturer,https://hyperlitemountaingear.com/products/southwest,
Hyperlite Mountain Gear,Southwest 3400,Backpack,55L,volume_l=55,,pack,873165,manufacturer,https://hyperlitemountaingear.com/products/southwest,
Hyperlite Mountain Gear,Southwest 40,Backpack,Medium,torso=M; volume_l=40,,pack,841700,manufacturer,https://www.garagegrowngear.com/products/2400-southwest-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Southwest 55,Backpack,Medium,torso=M; volume_l=55,,pack,874000,manufacturer,https://www.garagegrowngear.com/products/3400-southwest-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Unbound 40,Backpack,40L,volume_l=40,,pack,839146,manufacturer,https://hyperlitemountaingear.com/products/unbound,
Hyperlite Mountain Gear,Unbound 55,Backpack,Medium,torso=M; volume_l=55,,pack,856000,manufacturer,https://www.garagegrowngear.com/products/unbound-55l-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Vice Versa Fanny Pack,Fanny pack,,volume_l=1.3,,pack,77000,manufacturer,https://www.garagegrowngear.com/products/vice-versa-fanny-pack-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Windrider 2400,Backpack,40L,volume_l=40,,pack,839146,manufacturer,https://hyperlitemountaingear.com/products/windrider,
Hyperlite Mountain Gear,Windrider 3400,Backpack,55L,volume_l=55,,pack,881670,manufacturer,https://hyperlitemountaingear.com/products/windrider,
Hyperlite Mountain Gear,Windrider 40,Backpack,Medium,torso=M; volume_l=40,,pack,844000,manufacturer,https://www.garagegrowngear.com/products/windrider-2400-pack-by-hyperlite-mountain-gear,
Hyperlite Mountain Gear,Windrider 55,Backpack,Medium,torso=M; volume_l=55,,pack,880000,manufacturer,https://www.garagegrowngear.com/products/windrider-3400-pack-by-hyperlite-mountain-gear,
Kelty,Redwing 50,Backpack,,volume_l=50,,pack,1474175,manufacturer,https://www.rei.com/product/895781/kelty-redwing-50-pack-mens,
Kelty,Redwing 50,Backpack,Women's,fit=Women's; volume_l=50,,pack,1389127,manufacturer,https://web.archive.org/web/20250423010959/https://www.kelty.com/womens-redwing-50/,
Klättermusen,Bure 2.0 Backpack,Backpack,20L,volume_l=20,,pack,550000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/10167-bure-2-0-backpack-20l-dark-hights/,
Klättermusen,Eldner 2.0 Lumbarpack,Hip pack,2L,volume_l=2,,pack,156000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/eldner-20-lumbarpack-dark-straw/,
Klättermusen,Fimmafäng 4.0 Lumbarpack,Hip pack,7L,volume_l=7,,pack,350000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/fimmaf%C3%A4ng-40-lumbarpack-dark-straw/,
Klättermusen,Fjörm Backpack,Backpack,18L,volume_l=18,,pack,448000,manufacturer,https://www.klattermusen.com/en-us/10557-fjorm-backpack-18l-raven/,
Klättermusen,Gebo Bag 23L,Tote bag,,,,pack,127000,manufacturer,https://www.klattermusen.com/en-eu/40409u01-gebo-bag-23l-raven/,
Klättermusen,Gilling Backpack,Backpack,26L,volume_l=26,,pack,840000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/gilling-backpack-dark-teal/,
Klättermusen,Gungne Backpack,Backpack,43L,volume_l=43,,pack,1700000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/gungne-backpack-jade-green/,
Klättermusen,Skrymner Backpack,Backpack,20L,volume_l=20,,pack,440000,manufacturer,https://www.klattermusen.com/en-us/backpacks/all-backpacks/skrymner-backpack-dark-teal/,
Klättermusen,Tjalve 2.0 Backpack,Backpack,10L,volume_l=10,,pack,320000,manufacturer,https://www.klattermusen.com/en-us/backpacks/new-arrivals/10166-tjalve-2-0-backpack-10l-cloud-berry/,
Klättermusen,Ull Backpack,Backpack,30L,volume_l=30,,pack,798000,manufacturer,https://www.klattermusen.com/en-us/backpacks/all-backpacks/ull-backpack-jade-green/,
Klättermusen,Vide Backpack,Backpack,30L,volume_l=30,,pack,1140000,manufacturer,https://www.klattermusen.com/en-us/backpacks/all-backpacks/vide-backpack-silver-creme/,
LITE WERKS,The Daily Dose 55L,Backpack,Medium,torso=M; volume_l=55,,pack,1247000,manufacturer,https://www.garagegrowngear.com/products/the-daily-dose-55l-by-lite-werks-1,
LiteAF,Curve 30,Backpack,"Dyneema, frameless",volume_l=30,,pack,368544,manufacturer,https://liteaf.com/product/dyneema-30l-curve-frameless-custom-ultralight-backpack/,
LiteAF,Feather Weight Fanny Pack,Fanny pack,,volume_l=1.5,,pack,65000,manufacturer,https://www.garagegrowngear.com/products/feather-weight-fanny-pack-by-liteaf,
LiteAF,Full Suspension 46,Backpack,UltraWeave,volume_l=46,,pack,708738,manufacturer,https://liteaf.com/product/ultra-46l-curve-full-suspension/,
LiteAF,Multi-Day 35L Pack,Backpack,Large,torso=L; volume_l=35,,pack,476000,manufacturer,https://www.garagegrowngear.com/products/multi-day-35l-pack-by-liteaf,
LiteAF,Multi-Day 35L Pack,Backpack,Medium,torso=M; volume_l=35,,pack,476000,manufacturer,https://www.garagegrowngear.com/products/multi-day-35l-pack-by-liteaf,
LiteAF,Multi-Day 35L Pack,Backpack,Small,torso=S; volume_l=35,,pack,473000,manufacturer,https://www.garagegrowngear.com/products/multi-day-35l-pack-by-liteaf,
LiteAF,Ultra 40L Curve Full Suspension,Backpack,Large,torso=L; volume_l=40,,pack,907000,manufacturer,https://www.garagegrowngear.com/products/curve-x35l-by-liteaf,
LiteAF,Ultra 40L Curve Full Suspension,Backpack,Medium,torso=M; volume_l=40,,pack,879000,manufacturer,https://www.garagegrowngear.com/products/curve-x35l-by-liteaf,
LiteAF,Ultra 40L Curve Full Suspension,Backpack,X-Small,torso=XS; volume_l=40,,pack,805000,manufacturer,https://www.garagegrowngear.com/products/curve-x35l-by-liteaf,
Liteway,Elementum Pack Ultra,Backpack,"Ultra, 50L",volume_l=50,,pack,565000,manufacturer,https://liteway.equipment/elementum-pack-ultra-50l,
Liteway,Gramless Pack Ultra,Backpack,"Ultra, 35L",volume_l=35,,pack,345000,manufacturer,https://liteway.equipment/gramless-pack-ultra-35l,
Mammut,Ducan 30,Backpack,,volume_l=30,,pack,920000,manufacturer,https://www.tradeinn.com/trekkinn/en/mammut-ducan-30l-backpack/137425020/p,
Mammut,Lithium 30,Backpack,,volume_l=30,,pack,930000,manufacturer,https://www.mammut.com/us/en/products/2530-03152/lithium-30,
Mammut,Lithium 30,Backpack,Women's,fit=Women's; volume_l=30,,pack,910000,manufacturer,https://www.mammut.com/us/en/products/2530-00740/lithium-30-women,
Mammut,Trion 35,Backpack,,volume_l=35,,pack,1480000,manufacturer,https://www.tradeinn.com/trekkinn/en/mammut-trion-35l-backpack/136990389/p,
Matador,Beast28 Ultralight Technical Backpack,Backpack,,volume_l=28,,pack,680000,manufacturer,https://www.matadorequipment.com/products/beast28-ultralight-technical-backpack,
Matador,Freefly16 Packable Backpack,Backpack,,volume_l=16,,pack,190000,manufacturer,https://www.matadorequipment.com/products/freefly16-2,
Matador,Freerain Waterproof Packable Hip Pack,Hip pack,,,,pack,115000,manufacturer,https://www.matadorequipment.com/products/freerain-hippack,
Matador,Freerain22 Waterproof Packable Backpack,Backpack,,volume_l=22,,pack,300000,manufacturer,https://www.matadorequipment.com/products/freerain22,
Matador,GlobeRider35 Travel Backpack,Backpack,with hipbelt,volume_l=35,,pack,1560000,manufacturer,https://www.matadorequipment.com/products/globerider35-travel-backpack,
Matador,GlobeRider45 Travel Backpack,Backpack,,volume_l=45,,pack,2041000,manufacturer,https://www.matadorequipment.com/products/globerider45-travel-backpack,
Matador,ReFraction Packable Backpack,Backpack,,,,pack,225000,manufacturer,https://www.matadorequipment.com/products/refraction-packable-backpack,
Matador,ReFraction Packable Duffle,Duffel,,,,pack,225000,manufacturer,https://www.matadorequipment.com/products/refraction-packable-duffle,
Matador,ReFraction Packable Sling,Sling bag,,,,pack,115000,manufacturer,https://www.matadorequipment.com/products/refraction-packable-sling,
Matador,SEG28 Backpack,Backpack,,volume_l=28,,pack,1044000,manufacturer,https://www.matadorequipment.com/products/seg28-backpack,
Matador,SEG45 Travel Pack,Backpack,,volume_l=45,,pack,998000,manufacturer,https://www.matadorequipment.com/products/seg45-travel-pack,
Montane,Gecko VP+,Running vest,Medium,size=M,volume_l,pack,167000,manufacturer,https://montane.com/products/montane-gecko-vp,
Montane,Trailblazer 32L,Backpack,,volume_l=32,,pack,920000,manufacturer,https://montane.com/products/montane-trailblazer-r-32l-backpack,
Montane,Trailblazer LT 28L,Backpack,,volume_l=28,,pack,390000,manufacturer,https://montane.com/products/montane-trailblazer-lt-28l-backpack,
MooseTrack Packs,MTP 35L Backpacking Rucksack,Backpack,,volume_l=35,,pack,567000,manufacturer,https://www.garagegrowngear.com/products/mtp-35l-backpacking-rucksack-by-moose-track-packs,
Mountain Hardwear,Alakazam 45L Ultralight Backpack,Backpack,M/L,torso=M/L; volume_l=45,,pack,860000,manufacturer,https://www.mountainhardwear.com/p/alakazam-45l-backpack-2149971.html,
Mountain Hardwear,Alakazam 45L Ultralight Backpack,Backpack,S/M,torso=S/M; volume_l=45,,pack,820000,manufacturer,https://www.mountainhardwear.com/p/alakazam-45l-backpack-2149971.html,
Mountain Laurel Designs,Burn 38L,Backpack,,volume_l=38,,pack,467767,manufacturer,https://mountainlaureldesigns.com/product/burn-38l/,
Mountain Laurel Designs,Exodus 57L,Backpack,,volume_l=57,,pack,510291,manufacturer,https://mountainlaureldesigns.com/product/exodus-57l/,
Mountain Laurel Designs,Prophet 48L,Backpack,,volume_l=48,,pack,496117,manufacturer,https://mountainlaureldesigns.com/product/prophet-48l/,
Mountainsmith,Scream 55,Backpack,,volume_l=55,,pack,1280000,measured,https://mountainsforeverybody.com/mountainsmith-scream-55-pack-review/,
Mountainsmith,Zerk 40L Backpack,Backpack,,volume_l=40,,pack,822000,manufacturer,https://www.garagegrowngear.com/products/2021-zerk-40l-backpack-by-mountainsmith,
Nashville Pack,Cutaway,Backpack,20L,volume_l=20,,pack,408233,manufacturer,https://nashvillepack.com/products/the-cutaway-pack,
Nashville Pack,Cutaway,Backpack,30L,volume_l=30,,pack,436583,manufacturer,https://nashvillepack.com/products/the-cutaway-pack,
Nashville Pack,Cutaway,Backpack,40L,volume_l=40,,pack,493282,manufacturer,https://nashvillepack.com/pages/cutaway-pack-specs,
Nashville Pack,Hybrid Vest Straps,Shoulder straps,16in,length=16in,,pack,134000,manufacturer,https://www.garagegrowngear.com/products/vest-straps-by-nashville-pack,
Nashville Pack,Hybrid Vest Straps,Shoulder straps,17.5in,length=17.5in,,pack,139000,manufacturer,https://www.garagegrowngear.com/products/vest-straps-by-nashville-pack,
Nashville Pack,Hybrid Vest Straps,Shoulder straps,19in,length=19in,,pack,142000,manufacturer,https://www.garagegrowngear.com/products/vest-straps-by-nashville-pack,
Nashville Pack,Hybrid Vest Straps,Shoulder straps,20.5in,length=20.5in,,pack,145000,manufacturer,https://www.garagegrowngear.com/products/vest-straps-by-nashville-pack,
Nashville Pack,Tiempo 15 Pack,Backpack,,volume_l=15,,pack,165000,manufacturer,https://www.garagegrowngear.com/products/the-tiempo-pack-by-nashville-pack,
Nathan,Crossover 15L,Hydration pack,,,,pack,327000,manufacturer,https://nathansport.eu/products/crossover-pack-15l-with-1-5l-bladder,
Nathan,Pinnacle 12L,Running vest,,volume_l=12,,pack,184000,manufacturer,https://nathansports.com/products/pinnacle-12-liter-hydration-race-vest,
Nemo,Resolve 25L,Backpack,Men's,fit=Men's; volume_l=25,,pack,1077282,manufacturer,https://www.nemoequipment.com/products/resolve-mens-25-liter-endless-promise-daypack,
Nunatak,Bears Ears 50,Backpack,frameless,volume_l=50,,pack,793787,manufacturer,https://backpackinglight.com/bears-ears-50-review/,
OMM,Classic 25,Backpack,,volume_l=25,,pack,670000,manufacturer,https://theomm.com/product/classic-25/,
OMM,Phantom 25,Backpack,,volume_l=25,,pack,725000,manufacturer,https://theomm.com/product/phantom-25/,
Osprey,Aether 65,Backpack,"S/M, 65L",torso=S/M; volume_l=65,,pack,2230000,manufacturer,https://www.alpinetrek.co.uk/osprey-aether-65-walking-backpack/,
Osprey,Ariel 65,Backpack,"WM/L, 65L",fit=Women's; torso=M/L; volume_l=65,,pack,2220000,manufacturer,https://www.alpinetrek.co.uk/osprey-womens-ariel-65-walking-backpack/,
Osprey,Atmos AG 65,Backpack,"L/XL, 68L",torso=L/XL; volume_l=68,,pack,2180419,manufacturer,https://web.archive.org/web/2id_/https://www.osprey.com/atmos-ag-65-atmos65s22-415,
